25504120;41.1762;-8.62257;-0.1504922;0.7186603
25504123;41.17578;-8.622428;-0.1504898;0.7186529
25504126;41.17492;-8.622803;-0.1504963;0.7186378
25504135;41.17453;-8.622573;-0.1504923;0.718631
25504141;41.17275;-8.622351;-0.1504884;0.7186001
25504147;41.17251;-8.622445;-0.1504901;0.7185958
25504151;41.17231;-8.622754;-0.1504955;0.7185923
25504153;41.17229;-8.623186;-0.150503;0.7185921
25504154;41.17248;-8.623497;-0.1505084;0.7185954
25504156;41.17283;-8.62359;-0.15051;0.7186015
25504157;41.17314;-8.623327;-0.1505055;0.7186069
25504158;41.17321;-8.623159;-0.1505025;0.7186081
25504163;41.17423;-8.622406;-0.1504894;0.7186259
25504165;41.17272;-8.622046;-0.1504831;0.7185995
25504166;41.17251;-8.622107;-0.1504841;0.7185959
25504167;41.17216;-8.622543;-0.1504918;0.7185898
25504168;41.17209;-8.622892;-0.1504979;0.7185886
25504169;41.17235;-8.623574;-0.1505098;0.7185931
25504170;41.17266;-8.624052;-0.1505181;0.7185984
25504171;41.17287;-8.624636;-0.1505283;0.7186022
25504172;41.17295;-8.625189;-0.1505379;0.7186036
25504173;41.17294;-8.625538;-0.150544;0.7186033
25504174;41.17461;-8.623234;-0.1505038;0.7186325
25504175;41.17433;-8.623719;-0.1505123;0.7186276
25504176;41.17375;-8.624068;-0.1505184;0.7186174
25504177;41.17346;-8.624324;-0.1505228;0.7186125
25504178;41.17337;-8.624507;-0.150526;0.7186109
25504179;41.17372;-8.620708;-0.1504598;0.718617
25504180;41.1738;-8.621376;-0.1504714;0.7186183
25504181;41.17403;-8.621881;-0.1504802;0.7186224
25504182;41.1744;-8.622247;-0.1504866;0.7186289
25504183;41.17493;-8.622444;-0.15049;0.7186381
25507550;41.16633;-8.583762;-0.1498149;0.718488
25507552;41.16624;-8.583569;-0.1498115;0.7184864
25507553;41.16604;-8.58299;-0.1498014;0.7184829
25507554;41.16539;-8.582572;-0.1497941;0.7184715
25507555;41.16574;-8.582678;-0.149796;0.7184777
25507556;41.16315;-8.581307;-0.1497721;0.7184324
25507557;41.16319;-8.581163;-0.1497696;0.7184332
25507558;41.16271;-8.581228;-0.1497707;0.7184248
25507559;41.16238;-8.581043;-0.1497675;0.7184191
25507560;41.16227;-8.58122;-0.1497705;0.718417
25507561;41.1622;-8.581044;-0.1497675;0.7184159
25507562;41.16188;-8.581352;-0.1497729;0.7184104
25507563;41.16187;-8.581162;-0.1497695;0.7184101
25507564;41.15799;-8.582936;-0.1498005;0.7183424
25507565;41.15795;-8.582704;-0.1497964;0.7183417
25507566;41.15739;-8.583113;-0.1498036;0.7183321
25507567;41.15736;-8.582877;-0.1497995;0.7183315
25507568;41.15658;-8.583243;-0.1498059;0.7183178
25507569;41.15709;-8.582961;-0.1498009;0.7183267
25507570;41.15625;-8.583248;-0.1498059;0.7183121
25507571;41.15576;-8.582952;-0.1498008;0.7183035
25507572;41.15493;-8.582969;-0.1498011;0.7182891
25507573;41.15498;-8.582724;-0.1497968;0.7182899
25507574;41.15446;-8.582735;-0.149797;0.7182808
25507575;41.15451;-8.58251;-0.1497931;0.7182817
25532144;41.17271;-8.594767;-0.150007;0.7185993
25532145;41.17233;-8.594706;-0.1500059;0.7185928
25532146;41.17187;-8.594455;-0.1500015;0.7185847
25532185;41.17102;-8.596411;-0.1500357;0.7185699
25532186;41.1711;-8.596111;-0.1500304;0.7185712
25532189;41.17157;-8.595664;-0.1500226;0.7185794
25532193;41.17267;-8.595076;-0.1500124;0.7185986
25532197;41.1731;-8.594989;-0.1500109;0.7186061
25532199;41.17263;-8.595343;-0.150017;0.7185979
25532200;41.17234;-8.59566;-0.1500226;0.7185929
25532201;41.17204;-8.596209;-0.1500321;0.7185877
25532202;41.17196;-8.596435;-0.1500361;0.7185863
25532204;41.17147;-8.597594;-0.1500563;0.7185777
25532205;41.17137;-8.597121;-0.1500481;0.7185759
25532206;41.17118;-8.596909;-0.1500444;0.7185727
25532207;41.17108;-8.596809;-0.1500426;0.7185709
25532208;41.17095;-8.59621;-0.1500322;0.7185686
25532209;41.1711;-8.595933;-0.1500273;0.7185712
25532210;41.17155;-8.595545;-0.1500206;0.7185792
25532211;41.17208;-8.595221;-0.1500149;0.7185884
25532212;41.17268;-8.594954;-0.1500102;0.7185988
25532222;41.17209;-8.595332;-0.1500168;0.7185886
25632375;41.15519;-8.610033;-0.1502734;0.7182936
25632447;41.15482;-8.604693;-0.1501802;0.7182871
25632463;41.15563;-8.602601;-0.1501437;0.7183013
26015866;41.16648;-8.584276;-0.1498239;0.7184907
26015868;41.16659;-8.585238;-0.1498407;0.7184925
26015870;41.16664;-8.585881;-0.1498519;0.7184933
26015872;41.16671;-8.586275;-0.1498588;0.7184947
26015874;41.16702;-8.587071;-0.1498727;0.7185001
26015876;41.16829;-8.589542;-0.1499158;0.7185223
26015878;41.16951;-8.591334;-0.1499471;0.7185434
26015879;41.17135;-8.593886;-0.1499916;0.7185757
26015880;41.17103;-8.593648;-0.1499874;0.7185701
26015881;41.17167;-8.594523;-0.1500027;0.7185811
26015882;41.17125;-8.593961;-0.1499929;0.7185738
26015883;41.17178;-8.594834;-0.1500082;0.718583
26015884;41.17168;-8.594868;-0.1500087;0.7185813
26015885;41.17185;-8.595151;-0.1500137;0.7185844
26015887;41.17189;-8.59615;-0.1500311;0.718585
26015888;41.17176;-8.595296;-0.1500162;0.7185829
26015889;41.17178;-8.597096;-0.1500476;0.7185832
26015890;41.17164;-8.597113;-0.1500479;0.7185807
26015891;41.17166;-8.597651;-0.1500573;0.718581
26015892;41.17146;-8.598083;-0.1500649;0.7185774
26015894;41.17116;-8.599768;-0.1500943;0.7185723
26015895;41.17127;-8.599913;-0.1500968;0.7185742
26015896;41.17113;-8.600189;-0.1501016;0.7185718
26015897;41.17125;-8.600516;-0.1501073;0.7185739
26015898;41.17113;-8.600615;-0.150109;0.7185718
26015899;41.17162;-8.604229;-0.1501721;0.7185804
26015900;41.1715;-8.604259;-0.1501726;0.7185783
26015901;41.17175;-8.60499;-0.1501854;0.7185826
26015902;41.17163;-8.605023;-0.150186;0.7185806
26015903;41.17192;-8.605606;-0.1501962;0.7185857
26015904;41.17182;-8.605692;-0.1501977;0.7185838
26015905;41.17217;-8.606189;-0.1502063;0.7185899
26015906;41.17204;-8.606219;-0.1502069;0.7185877
26015907;41.17251;-8.606783;-0.1502167;0.7185959
26015908;41.17243;-8.606877;-0.1502184;0.7185944
26015909;41.17354;-8.6082;-0.1502414;0.7186139
26015910;41.1734;-8.608247;-0.1502423;0.7186114
